iter	Passed	Remaining
383	4515	7243
384	4525	7228
385	4535	7214
386	4545	7199
387	4555	7185
388	4565	7170
389	4575	7155
390	4584	7141
391	4594	7125
392	4603	7110
393	4613	7095
394	4622	7080
395	4632	7066
396	4655	7070
397	4664	7055
398	4673	7039
399	4683	7025
400	4692	7009
401	4702	6994
402	4711	6978
403	4733	6983
404	4743	6968
405	4753	6954
406	4763	6940
407	4772	6925
408	4782	6910
409	4792	6895
410	4815	6900
411	4824	6885
412	4835	6872
413	4844	6857
414	4854	6842
415	4864	6829
416	4874	6815
417	4884	6801
418	4894	6787
419	4917	6790
420	4926	6775
421	4936	6761
422	4946	6747
423	4955	6732
424	4965	6718
425	4975	6704
426	4999	6708
427	5009	6694
428	5018	6680
429	5029	6666
430	5038	6651
431	5062	6655
432	5071	6641
433	5081	6627
434	5091	6613
435	5101	6598
436	5111	6584
437	5120	6570
438	5130	6555
439	5140	6541
440	5149	6527
441	5159	6513
442	5168	6498
443	5178	6485
444	5187	6470
445	5211	6473
446	5221	6459
447	5244	6462
448	5255	6449
449	5265	6435
450	5276	6422
451	5285	6408
452	5309	6411
453	5318	6396
454	5329	6383
455	5339	6369
456	5349	6355
457	5359	6342
458	5369	6328
459	5379	6314
460	5389	6300
461	5398	6286
462	5409	6273
463	5419	6260
464	5443	6262
465	5453	6248
466	5462	6234
467	5473	6221
468	5482	6207
469	5492	6194
470	5502	6180
471	5526	6182
472	5536	6169
473	5545	6154
474	5555	6140
475	5565	6126
476	5575	6113
477	5585	6100
478	5595	6086
479	5605	6072
480	5615	6059
481	5625	6045
482	5635	6032
483	5645	6018
484	5656	6005
485	5665	5991
486	5689	5993
487	5700	5980
488	5710	5966
489	5720	5953
490	5729	5939
491	5739	5925
492	5749	5912
493	5758	5898
494	5768	5884
495	5778	5871
496	5788	5858
497	5801	5847
498	5820	5844
499	5831	5831
500	5854	5830
501	5864	5817
502	5873	5803
503	5884	5790
504	5893	5777
505	5903	5763
506	5913	5749
507	5923	5736
508	5933	5723
509	5942	5709
510	5952	5695
511	5964	5685
512	5983	5680
513	5993	5666
514	6003	5654
515	6014	5641
516	6023	5627
517	6033	5614
518	6042	5600
519	6066	5600
520	6076	5586
521	6086	5573
522	6096	5560
523	6105	5546
524	6115	5533
525	6125	5520
526	6135	5507
527	6145	5493
528	6154	5480
529	6165	5467
530	6175	5454
531	6197	5452
532	6207	5439
533	6217	5425
534	6227	5413
535	6237	5399
536	6246	5386
537	6257	5373
538	6266	5359
539	6276	5346
540	6285	5333
541	6295	5320
542	6305	5306
543	6329	5305
544	6339	5292
545	6349	5279
546	6359	5266
547	6368	5252
548	6378	5240
549	6389	5227
550	6398	5214
551	6408	5200
552	6417	5187
553	6427	5174
554	6438	5162
555	6460	5159
556	6473	5148
557	6492	5142
558	6501	5129
559	6512	5116
560	6522	5103
561	6531	5090
562	6541	5077
563	6550	5064
564	6574	5061
565	6583	5048
566	6594	5035
567	6604	5023
568	6615	5010
569	6625	4997
570	6634	4984
571	6656	4980
572	6666	4967
573	6677	4955
574	6687	4942
575	6696	4929
576	6707	4917
577	6717	4904
578	6740	4901
579	6751	4888
580	6761	4875
581	6771	4863
582	6780	4850
583	6791	4837
584	6801	4825
585	6811	4812
586	6821	4799
587	6830	4786
588	6840	4773
589	6849	4760
590	6872	4755
591	6881	4742
592	6891	4729
593	6901	4717
594	6910	4704
595	6920	4691
596	6930	4678
597	6952	4673
598	6961	4660
599	6972	4648
600	6982	4635
601	6991	4622
602	7002	4609
603	7012	4597
604	7036	4593
605	7045	4580
606	7054	4567
607	7065	4555
608	7074	4542
609	7084	4529
610	7094	4517
611	7104	4504
612	7114	4491
613	7123	4478
614	7133	4465
615	7144	4453
616	7166	4448
617	7176	4435
618	7186	4423
619	7196	4410
620	7206	4397
621	7216	4385
622	7226	4372
623	7248	4367
624	7258	4355
625	7268	4342
626	7279	4330
627	7289	4317
628	7298	4304
629	7308	4292
630	7318	4279
631	7328	4266
632	7337	4253
633	7346	4241
634	7355	4228
635	7365	4215
636	7375	4203
637	7385	4190
638	7395	4178
639	7405	4165
640	7429	4160
641	7439	4148
642	7461	4142
643	7472	4130
644	7482	4118
645	7492	4105
646	7502	4093
647	7512	4081
648	7522	4068
649	7531	4055
650	7541	4042
651	7550	4029
652	7560	4017
653	7569	4004
654	7594	3999
655	7604	3987
656	7614	3975
657	7623	3962
658	7633	3949
659	7657	3944
660	7666	3931
661	7677	3919
662	7687	3907
663	7696	3894
664	7707	3882
665	7716	3869
666	7740	3864
667	7750	3851
668	7760	3839
669	7770	3827
670	7779	3814
671	7790	3802
672	7800	3790
673	7823	3783
674	7832	3771
675	7856	3765
676	7866	3753
677	7877	3741
678	7887	3728
679	7896	3716
680	7906	3703
681	7916	3691
682	7926	3678
683	7936	3666
684	7945	3653
685	7955	3641
686	7964	3628
687	7974	3616
688	7984	3603
689	7993	3591
690	8003	3578
691	8012	3566
692	8022	3553
693	8031	3541
694	8041	3529
695	8051	3516
696	8061	3504
697	8071	3492
698	8080	3479
699	8103	3472
700	8111	3459
701	8135	3453
702	8145	3441
703	8155	3429
704	8165	3416
705	8175	3404
706	8185	3392
707	8195	3380
708	8205	3367
709	8215	3355
710	8224	3343
711	8234	3330
712	8244	3318
713	8267	3311
714	8276	3299
715	8286	3286
716	8296	3274
717	8306	3262
718	8315	3249
719	8324	3237
720	8334	3225
721	8344	3213
722	8354	3200
723	8364	3188
724	8374	3176
725	8383	3164
726	8393	3151
727	8417	3144
728	8430	3134
729	8449	3125
730	8459	3113
731	8469	3101
732	8479	3088
733	8488	3076
734	8498	3064
735	8507	3051
736	8517	3039
737	8526	3027
738	8536	3014
739	8546	3002
740	8555	2990
741	8578	2982
742	8588	2970
743	8598	2958
744	8607	2946
745	8631	2938
746	8641	2926
747	8651	2914
748	8661	2902
749	8670	2890
750	8680	2878
751	8690	2866
752	8713	2858
753	8723	2846
754	8732	2833
755	8742	2821
756	8752	2809
757	8762	2797
758	8772	2785
759	8795	2777
760	8805	2765
761	8815	2753
762	8825	2741
763	8834	2728
764	8844	2717
765	8854	2704
766	8864	2692
767	8873	2680
768	8883	2668
769	8893	2656
770	8902	2644
771	8926	2636
772	8939	2625
773	8959	2615
774	8968	2603
775	8977	2591
776	8987	2579
777	8997	2567
778	9007	2555
779	9016	2543
780	9026	2531
781	9035	2518
782	9045	2506
783	9055	2494
784	9065	2482
785	9075	2470
786	9085	2458
787	9094	2446
788	9103	2434
789	9112	2422
790	9122	2410
791	9131	2398
792	9141	2386
793	9151	2374
794	9174	2365
795	9184	2353
796	9193	2341
797	9203	2329
798	9213	2317
799	9222	2305
800	9232	2293
801	9255	2285
802	9265	2273
803	9275	2261
804	9285	2249
805	9294	2237
806	9304	2225
807	9313	2213
808	9337	2204
809	9346	2192
810	9356	2180
811	9366	2168
812	9376	2156
813	9386	2144
814	9395	2132
815	9405	2120
816	9415	2108
817	9424	2096
818	9434	2085
819	9444	2073
820	9453	2061
821	9463	2049
822	9487	2040
823	9497	2028
824	9521	2019
825	9530	2007
826	9540	1995
827	9550	1984
828	9560	1972
829	9570	1960
830	9580	1948
831	9589	1936
832	9599	1924
833	9609	1912
834	9619	1900
835	9629	1888
836	9651	1879
837	9662	1867
838	9671	1856
839	9681	1844
840	9691	1832
841	9701	1820
842	9711	1808
843	9720	1796
844	9730	1784
845	9740	1773
846	9750	1761
847	9763	1750
848	9781	1739
849	9790	1727
850	9800	1715
851	9810	1704
852	9821	1692
853	9831	1680
854	9840	1668
855	9850	1657
856	9860	1645
857	9870	1633
858	9880	1621
859	9888	1609
860	9912	1600
861	9921	1588
862	9932	1576
863	9941	1564
864	9951	1553
865	9960	1541
866	9969	1529
867	9979	1517
868	9993	1506
869	10012	1496
870	10021	1484
871	10031	1472
872	10041	1460
873	10050	1448
874	10060	1437
875	10069	1425
876	10079	1413
877	10091	1402
878	10111	1391
879	10121	1380
880	10145	1370
881	10155	1358
882	10165	1346
883	10175	1335
884	10184	1323
885	10194	1311
886	10204	1300
887	10214	1288
888	10224	1276
889	10233	1264
890	10243	1253
891	10253	1241
892	10277	1231
893	10289	1219
894	10309	1209
895	10319	1197
896	10329	1186
897	10340	1174
898	10349	1162
899	10373	1152
900	10382	1140
901	10393	1129
902	10402	1117
903	10412	1105
904	10423	1094
905	10432	1082
906	10442	1070
907	10453	1059
908	10463	1047
909	10473	1035
910	10482	1024
911	10506	1013
912	10517	1002
913	10526	990
914	10536	978
915	10546	967
916	10556	955
917	10566	943
918	10589	933
919	10600	921
920	10610	910
921	10621	898
922	10630	886
923	10640	875
924	10651	863
925	10659	851
926	10669	840
927	10679	828
928	10688	816
929	10699	805
930	10707	793
931	10717	781
932	10727	770
933	10737	758
934	10746	747
935	10770	736
936	10780	724
937	10790	713
938	10799	701
939	10808	689
940	10819	678
941	10829	666
942	10838	655
943	10848	643
944	10857	631
945	10867	620
946	10877	608
947	10887	597
948	10896	585
949	10906	574
950	10915	562
951	10924	550
952	10934	539
953	10942	527
954	10965	516
955	10974	505
956	10984	493
957	10996	482
958	11016	470
959	11026	459
960	11050	448
961	11059	436
962	11069	425
963	11079	413
964	11088	402
965	11098	390
966	11107	379
967	11117	367
968	11127	355
969	11136	344
970	11146	332
971	11155	321
972	11165	309
973	11177	298
974	11197	287
975	11206	275
976	11231	264
977	11242	252
978	11252	241
979	11262	229
980	11272	218
981	11297	207
982	11307	195
983	11316	184
984	11326	172
985	11337	160
986	11347	149
987	11357	137
988	11366	126
989	11377	114
990	11387	103
991	11412	92
992	11423	80
993	11433	69
994	11457	57
995	11467	46
996	11478	34
997	11489	23
998	11499	11
999	11510	0
