iter	MultiClass
536	0.6514133249
537	0.6504110086
538	0.6502053245
539	0.6498250384
540	0.6492633174
541	0.6486842815
542	0.6484784893
543	0.6478615358
544	0.6474745352
545	0.647130045
546	0.6468320474
547	0.6463368136
548	0.6455759347
549	0.6450060785
550	0.6448307317
551	0.6444592515
552	0.6440611213
553	0.6436711158
554	0.6432783324
555	0.6428180403
556	0.6425445195
557	0.6422983297
558	0.6415954194
559	0.6411475651
560	0.6402109337
561	0.6398524101
562	0.6392072099
563	0.6387382708
564	0.6384359473
565	0.6381010295
566	0.6374516221
567	0.6369701539
568	0.6364107474
569	0.6358240015
570	0.6352903457
571	0.6351438651
572	0.6347192607
573	0.6344512192
574	0.6338581089
575	0.6337097737
576	0.6329575036
577	0.6327860907
578	0.6324552889
579	0.6321236016
580	0.6316317252
581	0.6313725676
582	0.631061026
583	0.6307125507
584	0.6304659204
585	0.6302279694
586	0.6296175155
587	0.6292563
588	0.6288463479
589	0.6286556054
590	0.6282962063
591	0.6278139765
592	0.6275067847
593	0.6272350138
594	0.6267501542
595	0.6265852207
596	0.626265883
597	0.6260405428
598	0.625745758
599	0.6252328951
600	0.6244570894
601	0.6243162904
602	0.6236976164
603	0.6230466072
604	0.6227540533
605	0.6225617775
606	0.6222857183
607	0.6218252558
608	0.6212961743
609	0.620903005
610	0.6204059208
611	0.6200286303
612	0.6192592614
613	0.6190522384
614	0.6187475965
615	0.6181985539
616	0.6179733328
617	0.6175766655
618	0.6172274665
619	0.6167435852
620	0.6164298494
621	0.6159921655
622	0.6156625626
623	0.6151572473
624	0.6148905731
625	0.6144444649
626	0.6138778898
627	0.6136681758
628	0.6132180429
629	0.6127737546
630	0.6125786712
631	0.6123575414
632	0.6120210176
633	0.6118437467
634	0.6112272517
635	0.6109876
636	0.6104834355
637	0.6100244079
638	0.6095787243
639	0.6093459158
640	0.6089279873
641	0.6086320196
642	0.6083675483
643	0.6080237287
644	0.6077180332
645	0.6072178202
646	0.6067820188
647	0.6059658323
648	0.6057741239
649	0.6054367061
650	0.6050137682
651	0.6045242838
652	0.6041778361
653	0.6038816264
654	0.6037184959
655	0.6035164099
656	0.6028261876
657	0.6023441
658	0.602034163
659	0.6016413963
660	0.6013548407
661	0.6006899745
662	0.6000574165
663	0.5996138599
664	0.5992655164
665	0.5989737988
666	0.5985176191
667	0.5976820084
668	0.5975033963
669	0.5972928946
670	0.5971394623
671	0.5967711165
672	0.5960940959
673	0.5959590047
674	0.5952438643
675	0.5949609477
676	0.5945921435
677	0.594067609
678	0.5936218416
679	0.593227074
680	0.5929870754
681	0.5924990285
682	0.5921626205
683	0.591953997
684	0.5915622219
685	0.5914093318
686	0.5911473648
687	0.5909110032
688	0.5906187308
689	0.5902632998
690	0.5899108436
691	0.5897231684
692	0.5895826917
693	0.589334547
694	0.5890401907
695	0.5885475249
696	0.5883813996
697	0.5880984574
698	0.5878495469
699	0.5876513674
700	0.5874887353
701	0.5872304774
702	0.5868829829
703	0.5865553123
704	0.5864406912
705	0.5860955081
706	0.5858898522
707	0.5852180889
708	0.5847288251
709	0.5843521898
710	0.5839242945
711	0.5835528887
712	0.5833519741
713	0.5831359957
714	0.582924983
715	0.5823787097
716	0.5820045408
717	0.5815779694
718	0.5813706774
719	0.5808112896
720	0.5805707603
721	0.5801832178
722	0.5797234582
723	0.579518451
724	0.5791683775
725	0.5787215449
726	0.5783142236
727	0.5780602123
728	0.5776731914
729	0.5772849461
730	0.5768755681
731	0.5767133126
732	0.5765483999
733	0.5763056877
734	0.57586633
735	0.575465318
736	0.57516465
737	0.5748875621
738	0.5745382963
739	0.5741985723
740	0.573732438
741	0.5733069979
742	0.5725686306
743	0.5722826814
744	0.5719944138
745	0.5717670033
746	0.5714720776
747	0.5709924499
748	0.5705178345
749	0.56983717
750	0.5695443082
751	0.5693548133
752	0.5692121089
753	0.5688834165
754	0.5686106461
755	0.5683192021
756	0.5681041945
757	0.5677770883
758	0.5675549484
759	0.5672724945
760	0.566933713
761	0.5665895564
762	0.5663654967
763	0.566028007
764	0.5654283325
765	0.5652241945
766	0.5646416785
767	0.5643879317
768	0.5639227592
769	0.5636087166
770	0.5630245475
771	0.5624490656
772	0.5620398072
773	0.5617109729
774	0.5614873066
775	0.5611966975
776	0.5609441687
777	0.5605299663
778	0.560296576
779	0.5596640086
780	0.5593295229
781	0.5591465486
782	0.5588719485
783	0.5586500237
784	0.5582490045
785	0.5580931492
786	0.5576565358
787	0.5572731543
788	0.5570990331
789	0.5569438332
790	0.5566612428
791	0.5561324804
792	0.5557602615
793	0.5553568664
794	0.5550482321
795	0.5547992672
796	0.5543985741
797	0.5538777357
798	0.5536517139
799	0.553332886
800	0.5530890409
801	0.5529665221
802	0.5527968211
803	0.5524670301
804	0.5522035926
805	0.5520411819
806	0.5518557151
807	0.5515286601
808	0.5508307612
809	0.5505707408
810	0.5501325886
811	0.5498706161
812	0.5495184956
813	0.549113545
814	0.5483522053
815	0.5481025514
816	0.5477087943
817	0.547233601
818	0.5465869874
819	0.5464336468
820	0.5459431414
821	0.5456621811
822	0.5451968132
823	0.5448531571
824	0.544626868
825	0.5442442557
826	0.5440828355
827	0.5433667568
828	0.5430757235
829	0.5427703312
830	0.5423753271
831	0.541916728
832	0.5415796347
833	0.5413588237
834	0.5410202618
835	0.5407187294
836	0.5404828951
837	0.5403414384
838	0.5400401616
839	0.539680092
840	0.5391946893
841	0.5388900636
842	0.538630892
843	0.5381771441
844	0.5379129509
845	0.5374684093
846	0.5372536116
847	0.5370255542
848	0.5366489362
849	0.5361994593
850	0.536001091
851	0.535769968
852	0.5352865959
853	0.535073399
854	0.5348742619
855	0.5344580847
856	0.5342662397
857	0.5337578441
858	0.5334209532
859	0.5331156266
860	0.5327987343
861	0.5326415084
862	0.5322592193
863	0.5318469247
864	0.5316911135
865	0.5313371168
866	0.5309431455
867	0.5307597267
868	0.5302422022
869	0.5297279873
870	0.5294903373
871	0.5291794966
872	0.5288327462
873	0.5283293984
874	0.5280769574
875	0.5278701108
876	0.5277381864
877	0.5273859977
878	0.5270216918
879	0.5268063493
880	0.5260880854
881	0.5257357893
882	0.5255980804
883	0.525358309
884	0.52506469
885	0.5247461609
886	0.5244928456
887	0.5241905693
888	0.523905557
889	0.5235309287
890	0.5232044983
891	0.5230659711
892	0.5226700536
893	0.5223202495
894	0.522097784
895	0.5217953629
896	0.5213303499
897	0.5210394
898	0.5209274761
899	0.5204186606
900	0.5202417403
901	0.5199477619
902	0.5195043691
903	0.5192719335
904	0.5189780277
905	0.5187529797
906	0.518501961
907	0.5182021863
908	0.5177881428
909	0.5174359353
910	0.5172020212
911	0.5169080999
912	0.5166590223
913	0.5164287639
914	0.5162273451
915	0.5160335515
916	0.5158366454
917	0.5149941788
918	0.5144054247
919	0.5139891615
920	0.5136781285
921	0.5134410622
922	0.5129838534
923	0.5127503294
924	0.5124835399
925	0.5122112512
926	0.5118633194
927	0.5115857931
928	0.5113121774
929	0.5111395711
930	0.510910509
931	0.5106468391
932	0.5103111387
933	0.5098881386
934	0.5095692552
935	0.5092515081
936	0.5090188033
937	0.5088627432
938	0.508627971
939	0.5080489421
940	0.5078139386
941	0.5074800482
942	0.5071618798
943	0.5070261217
944	0.5067420874
945	0.50651045
946	0.5062135416
947	0.506054159
948	0.5057376101
949	0.5055563328
950	0.5053789041
951	0.5051380752
952	0.5047872229
953	0.5042241782
954	0.5040886194
955	0.5038033392
956	0.5034247724
957	0.5032476454
958	0.5027939792
959	0.5022550275
960	0.5011353319
961	0.5010278039
962	0.5009466282
963	0.500658336
964	0.5004384064
965	0.5000896658
966	0.4997378113
967	0.4995647463
968	0.4992698958
969	0.4990828788
970	0.4989082515
971	0.4986900004
972	0.4985675887
973	0.4983697243
974	0.4981888831
975	0.4980245203
976	0.497394887
977	0.4971739415
978	0.4968642114
979	0.4965598745
980	0.4960042219
981	0.4957416962
982	0.4956396031
983	0.4954695048
984	0.4951709532
985	0.4948234341
986	0.4947029083
987	0.4945162395
988	0.4943797136
989	0.4941839136
990	0.4940586446
991	0.4935735766
992	0.49333241
993	0.4931181964
994	0.4925751063
995	0.4924108279
996	0.4922561921
997	0.4917631483
998	0.4915261918
999	0.4911165654
