iter	MultiClass
190	0.8747509408
191	0.8739903697
192	0.8735473926
193	0.8725359599
194	0.8716499127
195	0.8706788387
196	0.8694781369
197	0.8686177916
198	0.8674527919
199	0.8662547835
200	0.8657462464
201	0.8652978724
202	0.8646974726
203	0.8641266685
204	0.8635925367
205	0.8629501
206	0.8621718399
207	0.861528154
208	0.8607308307
209	0.8595647691
210	0.85823105
211	0.8572991206
212	0.8563567688
213	0.8549335925
214	0.8544761637
215	0.8540916919
216	0.8535586039
217	0.8526969112
218	0.8514842406
219	0.8505245093
220	0.8494372089
221	0.8473643666
222	0.8465110033
223	0.8457256383
224	0.8450222337
225	0.8445092405
226	0.8435238117
227	0.8425325651
228	0.8414234289
229	0.8409324411
230	0.8399426212
231	0.8385050197
232	0.8373090632
233	0.8352547237
234	0.8344082083
235	0.833701268
236	0.831946044
237	0.8313090646
238	0.8305550168
239	0.8300548549
240	0.82934815
241	0.8280834548
242	0.8276018313
243	0.8270224261
244	0.8265446574
245	0.825148936
246	0.8244696983
247	0.8239878637
248	0.8230863767
249	0.8224557649
250	0.8212604562
251	0.8202243706
252	0.8197843079
253	0.8192268429
254	0.8185705552
255	0.8181133865
256	0.8178281143
257	0.8170570828
258	0.8161482111
259	0.8154641628
260	0.8145515791
261	0.8135270973
262	0.812361134
263	0.8113137595
264	0.8106318327
265	0.809649671
266	0.8091078607
267	0.8084787202
268	0.8077412277
269	0.8074328884
270	0.8067795525
271	0.8061640112
272	0.8054663346
273	0.8051565995
274	0.8043610064
275	0.8039923519
276	0.8037444227
277	0.8029000787
278	0.801308674
279	0.8007454732
280	0.7997721122
281	0.7988968685
282	0.7984196567
283	0.7979834986
284	0.7973736656
285	0.7960377339
286	0.7952295816
287	0.7947363862
288	0.7942952128
289	0.7934144458
290	0.792788165
291	0.792117038
292	0.7914137237
293	0.7907186839
294	0.7901519921
295	0.7897175475
296	0.7889543442
297	0.7882532654
298	0.787192291
299	0.7866807612
300	0.7860622731
301	0.7855049333
302	0.7845151483
303	0.7840994775
304	0.7833541459
305	0.7826825645
306	0.782016533
307	0.7815426858
308	0.7809995739
309	0.7806645767
310	0.7801572575
311	0.7794511688
312	0.7786668441
313	0.7767185865
314	0.7758854633
315	0.7750727657
316	0.7744662033
317	0.7738531635
318	0.7736572356
319	0.7734050251
320	0.7729797619
321	0.7721648817
322	0.7716629514
323	0.7713351548
324	0.7707638458
325	0.7701221266
326	0.7695115007
327	0.7688594151
328	0.768391621
329	0.7678514257
330	0.7669638243
331	0.7663163277
332	0.7648553085
333	0.7644627749
334	0.763532389
335	0.7629015538
336	0.7624340156
337	0.7617783201
338	0.7605624408
339	0.7603120393
340	0.7595874856
341	0.7589680327
342	0.7580313811
343	0.7573360852
344	0.7565656115
345	0.755872166
346	0.7555911717
347	0.7550314843
348	0.7544000431
349	0.7540855688
350	0.7533065117
351	0.7526549972
352	0.7517513884
353	0.7512027314
354	0.7506520963
355	0.7500766347
356	0.7495604593
357	0.7491491763
358	0.7484731162
359	0.7475680374
360	0.7466644368
361	0.7459581235
362	0.7457026455
363	0.7452535719
364	0.7443330884
365	0.7430467809
366	0.7424561417
367	0.7421831198
368	0.7417834963
369	0.7408691314
370	0.740451432
371	0.739666807
372	0.7391562439
373	0.7383888024
374	0.7377755826
375	0.7373626981
376	0.7367658352
377	0.736368173
378	0.7357531338
379	0.734623915
380	0.7332451219
381	0.7329434475
382	0.7318439386
383	0.7315082698
384	0.7311546749
385	0.7304894264
386	0.7299787941
387	0.7296803722
388	0.7291670403
389	0.7289484586
390	0.7279158839
391	0.7272872143
392	0.7265902482
393	0.7260918413
394	0.7254967276
395	0.724881873
396	0.7245373153
397	0.7240411
398	0.7234512473
399	0.7226318103
400	0.72207256
401	0.72166621
402	0.7212824809
403	0.7202034695
404	0.719711519
405	0.7192052759
406	0.7186933766
407	0.717917626
408	0.7171141081
409	0.7168129908
410	0.7163955747
411	0.716078571
412	0.7156960831
413	0.7151295517
414	0.7143181686
415	0.7137741249
416	0.712656449
417	0.7123449554
418	0.7119636753
419	0.711613693
420	0.7108505391
421	0.7100160139
422	0.7097657469
423	0.7091599822
424	0.7082478003
425	0.7078261047
426	0.7074630991
427	0.7065445816
428	0.7057809719
429	0.7051678133
430	0.7044653744
431	0.7040868819
432	0.7033236774
433	0.7031176037
434	0.7029320842
435	0.7022373914
436	0.7018659462
437	0.7015426406
438	0.7013163929
439	0.7007305715
440	0.7000990479
441	0.69963705
442	0.6993358102
443	0.6989855216
444	0.6981357785
445	0.6975387725
446	0.6969035281
447	0.6964236907
448	0.6957884669
449	0.6953150253
450	0.6947395374
451	0.6944229011
452	0.6934720197
453	0.6929675477
454	0.6922493363
455	0.6912343638
456	0.690647598
457	0.6901782202
458	0.6894523044
459	0.6889549987
460	0.688152487
461	0.6871457809
462	0.6868155604
463	0.6863378133
464	0.6857995174
465	0.6851105887
466	0.6847048041
467	0.6845520275
468	0.6842066803
469	0.6837642012
470	0.6829511774
471	0.6826784562
472	0.6821301832
473	0.6816855703
474	0.6812731801
475	0.6807630122
476	0.6806157776
477	0.6802444223
478	0.679953143
479	0.6796947771
480	0.6793979497
481	0.6783469951
482	0.6778815445
483	0.6776768519
484	0.6772656069
485	0.6768669644
486	0.6763883425
487	0.6761221437
488	0.6755933388
489	0.675191139
490	0.6745259513
491	0.673961892
492	0.6735980251
493	0.672977099
494	0.6719928468
495	0.671683353
496	0.671171278
497	0.6707727933
498	0.6705398208
499	0.6701860022
500	0.6696484751
501	0.6692735307
502	0.6684830192
503	0.6682123899
504	0.6678942223
505	0.6671534067
506	0.6667346087
507	0.6664821353
508	0.6656592199
509	0.6650482245
510	0.6644657575
511	0.6641843057
512	0.6637938327
513	0.6635630948
514	0.6627071393
515	0.6623317162
516	0.6619658058
517	0.6616408616
518	0.661154283
519	0.6607459683
520	0.6604518291
521	0.6601786772
522	0.6597013339
523	0.6590047509
524	0.6585517091
525	0.6582248782
526	0.6577146331
527	0.6570221667
528	0.6564156974
529	0.6556931461
530	0.6552094127
531	0.6549324594
532	0.6545450189
533	0.6541005671
534	0.6536242318
535	0.6533631265
536	0.6530788673
537	0.6526405508
538	0.6523752634
539	0.652146259
540	0.6517997994
541	0.6515218463
542	0.6511029429
543	0.6504112718
544	0.6496811308
545	0.6489998501
546	0.6484784629
547	0.6479690423
548	0.6476322714
549	0.6474029185
550	0.6468876982
551	0.6464535528
552	0.6461604578
553	0.6457577338
554	0.645113496
555	0.64473226
556	0.6444365643
557	0.6437002644
558	0.6430131201
559	0.6428266454
560	0.6426089568
561	0.6421043909
562	0.6409823917
563	0.6403125578
564	0.6400208869
565	0.6397553807
566	0.6393271659
567	0.6389742422
568	0.6386133214
569	0.6380023605
570	0.6377918749
571	0.6373953376
572	0.6371864837
573	0.6369359592
574	0.6366080459
575	0.6362183823
576	0.6360213975
577	0.6355476685
578	0.6351519386
579	0.6344906442
580	0.6340067733
581	0.6337664017
582	0.6335198924
583	0.6330069207
584	0.6327589027
585	0.6324173077
586	0.6316042441
587	0.6311495239
588	0.63083986
589	0.6301445425
590	0.6297317724
591	0.6292915391
592	0.6288118255
593	0.6286279645
594	0.6282921302
595	0.6280165665
596	0.6275890438
597	0.627116762
598	0.626390308
599	0.6259298699
600	0.6253262955
601	0.6248738863
602	0.6246668429
603	0.6244995139
604	0.6241077474
605	0.6233485136
606	0.6227437132
607	0.6224176318
608	0.6217588784
609	0.6212628657
610	0.6211334408
611	0.6208129154
612	0.6201625033
613	0.619920273
614	0.6196015924
615	0.6194173642
616	0.6191787112
617	0.6187362792
618	0.6184617942
619	0.6181545585
620	0.6173019085
621	0.6164565103
622	0.6162824536
623	0.6155268929
624	0.6149309095
625	0.6147045049
626	0.6145733727
627	0.6140917582
628	0.6137422848
629	0.613330536
630	0.6131121831
631	0.6124707612
632	0.6118010689
633	0.611000859
634	0.6105178356
635	0.6103844567
636	0.6100115583
637	0.6097703548
638	0.6093958957
639	0.6086160519
640	0.6083444118
641	0.6079613691
642	0.6073570052
643	0.607225251
644	0.607074366
645	0.6066288514
646	0.6062351007
647	0.605673295
648	0.6052408711
649	0.6049086879
650	0.6044625769
651	0.6042544798
652	0.6035811328
653	0.6031923233
654	0.6027257525
655	0.6025123431
656	0.6023515481
657	0.6020192422
658	0.6014308263
659	0.6011465638
660	0.6007789364
661	0.6002128837
662	0.5993726955
663	0.5990187878
664	0.5985918868
665	0.5979706028
666	0.5974121165
667	0.5970091212
668	0.5965829695
669	0.5960797152
670	0.595711742
671	0.5955274615
672	0.5947993898
673	0.5945951537
674	0.5942414077
675	0.5936957916
676	0.5933909886
677	0.5928847783
678	0.5924821021
679	0.5921983693
680	0.5918810744
681	0.5915201827
682	0.5911486837
683	0.5907454685
684	0.5902314076
685	0.5898031864
686	0.589560108
687	0.5891776569
688	0.588712941
689	0.5883846289
690	0.5878287813
691	0.5875681586
692	0.586852198
693	0.5864187014
694	0.5862415301
695	0.5859138378
696	0.5854849132
697	0.5852002942
698	0.5847824838
699	0.584634074
700	0.5844368954
701	0.5836758293
702	0.5830719758
703	0.5827570049
704	0.582497959
705	0.5822131928
706	0.582057881
707	0.5818562112
708	0.5816820991
709	0.5810955241
710	0.5808519544
711	0.5804577307
712	0.5799685418
713	0.5796268434
714	0.5791101995
715	0.5787427856
716	0.5784708761
717	0.5779390845
718	0.5777015356
719	0.5773884798
720	0.577169405
721	0.5768252111
722	0.5762273021
723	0.5758499053
724	0.5751911477
725	0.5749992006
726	0.5746890226
727	0.5742221582
728	0.5734096481
729	0.5731698688
730	0.5727943452
731	0.5718895556
732	0.5714837007
733	0.5711723538
734	0.5709367672
735	0.570631963
736	0.5702750286
737	0.5700774053
738	0.5695991687
739	0.5694322698
740	0.5689761938
741	0.5687257563
742	0.5684198696
743	0.568025928
744	0.5676426598
745	0.5672485202
746	0.5669555804
747	0.566524188
748	0.5661018151
749	0.5654528728
750	0.5652418018
751	0.5646898207
752	0.5645984616
753	0.5643061496
754	0.5639220981
755	0.5634247566
756	0.5630546101
757	0.5628955905
758	0.562141815
759	0.561865782
760	0.561647285
761	0.5609523179
762	0.5604460147
763	0.5602835251
764	0.5599509123
765	0.5593571682
766	0.5591510876
767	0.5588253543
768	0.5583502993
769	0.5578295942
770	0.5576500385
771	0.5571748528
772	0.5569031488
773	0.5564640021
774	0.556296376
775	0.5560922539
776	0.5558524781
777	0.555601302
778	0.5554232393
779	0.5551627687
780	0.5546424291
781	0.5544335375
782	0.5542076132
783	0.5537227025
784	0.553281542
785	0.5527915338
786	0.5526318972
787	0.5521177644
788	0.5519293459
789	0.5515454304
790	0.5513438253
791	0.5508527474
792	0.5505824151
793	0.5502970826
794	0.5501152616
795	0.54984414
796	0.5494484534
797	0.5492826576
798	0.549061503
799	0.5486793133
800	0.5483656855
801	0.5479875932
802	0.5475844798
803	0.5473542429
804	0.54688564
805	0.546702297
806	0.5465092074
807	0.5462881365
808	0.5459660098
809	0.5455072535
810	0.5453318931
811	0.5450712749
812	0.5448198927
813	0.5446344979
814	0.5444284826
815	0.5440687997
816	0.5436541718
817	0.5431948654
818	0.5429922466
819	0.5426393095
820	0.5422638274
821	0.5419517774
822	0.5417892111
823	0.5413958261
824	0.5410829143
825	0.5408757682
826	0.5404707279
827	0.5401891332
828	0.540013602
829	0.5398094293
830	0.5394326059
831	0.5392128318
832	0.5388099401
833	0.5386595916
834	0.5384998673
835	0.538184304
836	0.5377860709
837	0.5376155845
838	0.5372767711
839	0.5370545306
840	0.536703634
841	0.5364646718
842	0.5360556796
843	0.5356166943
844	0.5353848607
845	0.5351469655
846	0.5347999395
847	0.5345575054
848	0.5342538707
849	0.5340254985
850	0.533742156
851	0.5334773399
852	0.5332657539
853	0.5330058201
854	0.5326478644
855	0.5324065692
856	0.5320671946
857	0.5318346818
858	0.5315386719
859	0.5311450336
860	0.530995467
861	0.5307473999
862	0.5304412907
863	0.5301452847
864	0.5297386399
865	0.5295503109
866	0.5293889629
867	0.5292125952
868	0.5289441929
869	0.5285179603
870	0.528289697
871	0.5278993676
872	0.5275187818
873	0.5273179283
874	0.526895596
875	0.5267013002
876	0.5259698888
877	0.5254252431
878	0.5251446636
879	0.524865527
880	0.5243698464
881	0.5241519554
882	0.523938213
883	0.5235369955
884	0.5234089877
885	0.5232826873
886	0.5231002223
887	0.5229242306
888	0.5224769297
889	0.522104695
890	0.5218006957
891	0.5214838326
892	0.5213023926
893	0.5210808587
894	0.5208523634
895	0.520479884
896	0.5200891189
897	0.5199251386
898	0.5197745801
899	0.5191893352
900	0.518815723
901	0.5184850206
902	0.5183119211
903	0.517864192
904	0.5175724085
905	0.5169867985
906	0.5167380215
907	0.5165124065
908	0.515887752
909	0.5156131116
910	0.5152520109
911	0.5147477137
912	0.5142764595
913	0.5139616557
914	0.5135927356
915	0.5133102151
916	0.5131745944
917	0.5130200484
918	0.512813433
919	0.5125902208
920	0.5119502512
921	0.5113358056
922	0.5111057045
923	0.5107915719
924	0.5105424467
925	0.5101846986
926	0.5100617299
927	0.5095920003
928	0.509429512
929	0.5092689812
930	0.5089771615
931	0.5086987295
932	0.5084795169
933	0.5081765667
934	0.5079238989
935	0.5077658015
936	0.5071888926
937	0.5067703197
938	0.5066122366
939	0.506464294
940	0.5060931334
941	0.5056155438
942	0.505414315
943	0.5051759432
944	0.504984798
945	0.5044273362
946	0.5041875683
947	0.5037860247
948	0.5035801557
949	0.5031009788
950	0.5024410543
951	0.5023159046
952	0.5021147731
953	0.5019003353
954	0.501573009
955	0.5013763577
956	0.5012322156
957	0.5008612537
958	0.5007616103
959	0.5005291805
960	0.5003020387
961	0.4997448186
962	0.4995365035
963	0.4991293387
964	0.4989497449
965	0.4987610543
966	0.498469437
967	0.4982568085
968	0.4978977509
969	0.497798015
970	0.4973674119
971	0.49713317
972	0.496998181
973	0.4967890321
974	0.4966761522
975	0.4963186556
976	0.4960155895
977	0.4959023046
978	0.4955629097
979	0.4952739248
980	0.4947761592
981	0.494461179
982	0.4942384677
983	0.494037402
984	0.4938414603
985	0.4933738821
986	0.4929433638
987	0.492652931
988	0.4924539379
989	0.4920462197
990	0.491847722
991	0.4913763725
992	0.4912350676
993	0.4910433921
994	0.4906702129
995	0.4905216161
996	0.4904303058
997	0.4897012965
998	0.489589636
999	0.4894971761
